date,000300,000688,000922,000015,399989,931071,000069,930781,399975,SPY,QQQ,EWQ,EWG,EWJ,EEM,HSTECH,399967,931066,930598,000819,950125,931637,399986,930633,931946,980032
2026-08-05,4.714,1.786,1.399,3.228,0.337,1.07,0.505,0.866,1.109,2.669,2.068,1.843,1.379,2.153,0.964,0.624,1.136,0.621,1.749,1.903,0.9816894589011677,0.392,0.801,0.574,0.818,0.971
2026-08-06,4.709,1.794,1.417,3.288,0.331,1.066,0.498,0.85,1.096,2.69,2.046,1.822,1.365,2.126,0.965,0.61,1.135,0.62,1.756,1.917,1.0056818693020109,0.381,0.805,0.571,0.817,0.96
2026-08-07,4.751,1.84,1.414,3.282,0.346,1.077,0.51,0.849,1.096,2.695,2.053,1.828,1.369,2.133,0.958,0.613,1.154,0.625,1.818,1.985,1.0403375732143398,0.381,0.798,0.568,0.815,0.974
2026-08-10,4.759,1.835,1.429,3.319,0.353,1.05,0.519,0.871,1.099,2.696,2.061,1.835,1.378,2.177,0.962,0.617,1.172,0.64,1.832,2.018,1.0823242914158155,0.385,0.803,0.576,0.846,0.988
2026-08-11,4.728,1.806,1.421,3.309,0.351,1.049,0.518,0.867,1.093,2.716,2.037,1.823,1.372,2.157,0.955,0.61,1.148,0.624,1.787,1.922,1.04966795503689,0.381,0.8,0.569,0.836,0.981
2026-08-12,4.748,1.833,1.424,3.303,0.35,1.063,0.515,0.884,1.097,2.698,2.045,1.828,1.381,2.183,0.954,0.604,1.156,0.628,1.797,1.94,1.0716609979043297,0.372,0.8,0.573,0.836,0.984
2026-08-13,4.729,1.812,1.405,3.273,0.355,1.066,0.516,0.861,1.101,2.711,2.046,1.823,1.384,2.191,0.955,0.605,1.148,0.624,1.763,1.869,1.0430033965922114,0.365,0.803,0.567,0.834,0.975
2026-08-14,4.726,1.814,1.408,3.296,0.351,1.08,0.511,0.847,1.087,2.778,2.077,1.818,1.381,2.219,0.955,0.596,1.152,0.629,1.812,1.89,1.0530002342592295,0.361,0.797,0.56,0.824,0.98
2026-08-17,4.801,1.888,1.411,3.304,0.353,1.115,0.511,0.84,1.093,2.748,2.087,1.819,1.393,2.237,0.956,0.606,1.172,0.636,1.842,1.948,1.114,0.367,0.796,0.561,0.828,1.0
2026-08-18,4.787,1.888,1.42,3.34,0.353,1.098,0.511,0.83,1.077,2.688,2.057,1.804,1.376,2.182,0.954,0.599,1.169,0.634,1.839,1.933,1.14,0.364,0.802,0.558,0.836,0.987
2026-08-19,4.654,1.761,1.427,3.36,0.344,1.014,0.506,0.805,1.062,2.642,2.02,1.786,1.369,2.117,0.949,0.59,1.108,0.607,1.763,1.864,1.057,0.364,0.815,0.55,0.819,0.952
2026-08-20,4.653,1.744,1.434,3.382,0.359,1.01,0.511,0.814,1.063,2.675,2.033,1.794,1.374,2.148,0.951,0.597,1.097,0.602,1.736,1.884,1.053,0.365,0.818,0.56,0.833,0.947
2026-08-21,4.68,1.745,1.433,3.387,0.349,1.024,0.501,0.808,1.063,2.672,2.022,1.789,1.368,2.134,0.957,0.598,1.107,0.607,1.752,1.946,1.045,0.363,0.815,0.554,0.82,0.962
2026-08-24,4.627,1.691,1.453,3.44,0.339,0.98,0.494,0.796,1.067,2.672,1.998,1.791,1.372,2.115,0.954,0.58,1.09,0.6,1.736,1.949,1.038,0.352,0.827,0.553,0.816,0.956
2026-08-25,4.616,1.693,1.445,3.409,0.347,0.986,0.501,0.817,1.067,2.695,2.02,1.797,1.377,2.137,0.953,0.579,1.095,0.602,1.719,1.896,1.008,0.352,0.821,0.562,0.829,0.94
2026-08-26,4.652,1.721,1.455,3.44,0.345,0.988,0.502,0.819,1.096,2.708,2.021,1.805,1.38,2.14,0.961,0.586,1.101,0.605,1.725,1.944,1.027,0.355,0.829,0.567,0.829,0.949
2026-08-27,4.691,1.788,1.459,3.454,0.346,1.027,0.502,0.818,1.106,2.708,2.044,1.813,1.386,2.146,0.954,0.583,1.121,0.617,1.765,1.967,1.066,0.352,0.819,0.565,0.839,0.953
2026-08-28,4.679,1.756,1.462,3.461,0.342,1.017,0.501,0.82,1.104,2.722,2.04,1.794,1.39,2.145,0.949,0.581,1.123,0.622,1.753,1.982,1.034,0.354,0.817,0.57,0.85,0.95
2026-08-31,4.685,1.777,1.468,3.489,0.339,1.044,0.495,0.878,1.105,2.712,2.034,1.787,1.386,2.142,0.947,0.582,1.142,0.627,1.76,1.953,1.041,0.352,0.829,0.565,0.849,0.935
2026-09-01,4.684,1.74,1.469,3.482,0.341,1.038,0.5,0.89,1.113,2.716,2.037,1.796,1.368,2.14,0.951,0.577,1.141,0.631,1.729,1.935,0.998,0.349,0.846,0.572,0.862,0.922
2026-09-02,4.62,1.708,1.448,3.428,0.338,1.02,0.495,0.867,1.09,2.644,2.006,1.777,1.348,2.078,0.947,0.569,1.142,0.636,1.693,1.886,0.979,0.346,0.844,0.568,0.852,0.899
2026-09-03,4.621,1.703,1.45,3.436,0.339,1.018,0.498,0.859,1.098,2.66,2.009,1.772,1.349,2.094,0.95,0.5650000000000001,1.14,0.636,1.702,1.913,0.965,0.341,0.84,0.5680000000000001,0.846,0.905
